ID,timepoint,subject,BOLD signal,ROI
,4.949494949,18,0.440041348,IPS
,4.949494949,19,-1.773239005,IPS
,4.949494949,0,2.820492445,AG
,4.949494949,1,2.752279489,AG
,4.949494949,2,4.589367197,AG
,4.949494949,3,2.509236267,AG
,4.949494949,4,3.975217877,AG
,4.949494949,5,2.184254769,AG
,4.949494949,6,3.671382108,AG
,4.949494949,7,2.677608176,AG
,4.949494949,8,1.417093877,AG
,4.949494949,9,0.076364708,AG
,4.949494949,10,0.687682412,AG
,4.949494949,11,2.707923851,AG
,4.949494949,12,1.857738588,AG
,4.949494949,13,0.697570736,AG
,4.949494949,14,3.200940358,AG
,4.949494949,15,2.316706456,AG
,4.949494949,16,4.494323159,AG
,4.949494949,17,1.301145508,AG
,4.949494949,18,2.687332372,AG
,4.949494949,19,3.163802396,AG
,4.949494949,0,0.373114788,V1
,4.949494949,1,-1.189887436,V1
,4.949494949,2,0.498959153,V1
,4.949494949,3,2.060897928,V1
,4.949494949,4,1.039355243,V1
,4.949494949,5,-2.98113107,V1
,4.949494949,6,-0.590110959,V1
,4.949494949,7,-2.495757736,V1
,4.949494949,8,1.037686031,V1
,4.949494949,9,-2.12069191,V1
,4.949494949,10,-1.787908831,V1
,4.949494949,11,1.461074164,V1
,4.949494949,12,1.54538361,V1
,4.949494949,13,-1.772039142,V1
,4.949494949,14,0.913353417,V1
,4.949494949,15,-0.747886038,V1
,4.949494949,16,0.010918957,V1
,4.949494949,17,0.546724233,V1
,4.949494949,18,-0.245722273,V1
,4.949494949,19,-0.864709366,V1
,5.050505051,0,-0.303587766,IPS
,5.050505051,1,-1.231388915,IPS
,5.050505051,2,-0.602325542,IPS
,5.050505051,3,-0.002212123,IPS
,5.050505051,4,-1.712013099,IPS
,5.050505051,5,-0.890730218,IPS
,5.050505051,6,2.725713607,IPS
,5.050505051,7,-0.736851793,IPS
,5.050505051,8,0.730061826,IPS
,5.050505051,9,2.010132132,IPS
,5.050505051,10,1.794337491,IPS
,5.050505051,11,-1.130153004,IPS
,5.050505051,12,2.956400087,IPS
,5.050505051,13,4.012893872,IPS
,5.050505051,14,2.074318707,IPS
,5.050505051,15,-1.553718471,IPS
,5.050505051,16,2.499965271,IPS
,5.050505051,17,2.954404662,IPS
,5.050505051,18,0.491087847,IPS
,5.050505051,19,-1.722192506,IPS
,5.050505051,0,2.785055944,AG
,5.050505051,1,2.716842987,AG
,5.050505051,2,4.553930696,AG
,5.050505051,3,2.473799766,AG
,5.050505051,4,3.939781376,AG
,5.050505051,5,2.148818268,AG
,5.050505051,6,3.635945607,AG
,5.050505051,7,2.642171675,AG
,5.050505051,8,1.381657376,AG
,5.050505051,9,0.040928207,AG
,5.050505051,10,0.652245911,AG
,5.050505051,11,2.67248735,AG
,5.050505051,12,1.822302087,AG
,5.050505051,13,0.662134235,AG
,5.050505051,14,3.165503857,AG
,5.050505051,15,2.281269955,AG
,5.050505051,16,4.458886658,AG
,5.050505051,17,1.265709006,AG
,5.050505051,18,2.651895871,AG
,5.050505051,19,3.128365895,AG
,5.050505051,0,0.343577339,V1
,5.050505051,1,-1.219424885,V1
,5.050505051,2,0.469421704,V1
,5.050505051,3,2.031360479,V1
,5.050505051,4,1.009817794,V1
,5.050505051,5,-3.010668519,V1
,5.050505051,6,-0.619648408,V1
,5.050505051,7,-2.525295185,V1
,5.050505051,8,1.008148582,V1
,5.050505051,9,-2.15022936,V1
,5.050505051,10,-1.81744628,V1
,5.050505051,11,1.431536714,V1
,5.050505051,12,1.515846161,V1
,5.050505051,13,-1.801576592,V1
,5.050505051,14,0.883815968,V1
,5.050505051,15,-0.777423487,V1
,5.050505051,16,-0.018618493,V1
,5.050505051,17,0.517186784,V1
,5.050505051,18,-0.275259722,V1
,5.050505051,19,-0.894246815,V1
,5.151515152,0,-0.254927987,IPS
,5.151515152,1,-1.182729135,IPS
,5.151515152,2,-0.553665763,IPS
,5.151515152,3,0.046447657,IPS
,5.151515152,4,-1.66335332,IPS
,5.151515152,5,-0.842070438,IPS
,5.151515152,6,2.774373386,IPS
,5.151515152,7,-0.688192014,IPS
,5.151515152,8,0.778721605,IPS
,5.151515152,9,2.058791911,IPS
,5.151515152,10,1.84299727,IPS
,5.151515152,11,-1.081493224,IPS
,5.151515152,12,3.005059866,IPS
,5.151515152,13,4.061553651,IPS
,5.151515152,14,2.122978486,IPS
,5.151515152,15,-1.505058691,IPS
,5.151515152,16,2.54862505,IPS
,5.151515152,17,3.003064441,IPS
,5.151515152,18,0.539747626,IPS
,5.151515152,19,-1.673532727,IPS
,5.151515152,0,2.747606553,AG
,5.151515152,1,2.679393596,AG
,5.151515152,2,4.516481305,AG
,5.151515152,3,2.436350375,AG
,5.151515152,4,3.902331984,AG
,5.151515152,5,2.111368877,AG
,5.151515152,6,3.598496215,AG
,5.151515152,7,2.604722284,AG
,5.151515152,8,1.344207984,AG
,5.151515152,9,0.003478816,AG
,5.151515152,10,0.614796519,AG
,5.151515152,11,2.635037959,AG
,5.151515152,12,1.784852695,AG
,5.151515152,13,0.624684844,AG
,5.151515152,14,3.128054465,AG
,5.151515152,15,2.243820564,AG
,5.151515152,16,4.421437267,AG
,5.151515152,17,1.228259615,AG
,5.151515152,18,2.614446479,AG
,5.151515152,19,3.090916503,AG
,5.151515152,0,0.317049601,V1
,5.151515152,1,-1.245952623,V1
,5.151515152,2,0.442893966,V1
,5.151515152,3,2.004832741,V1
,5.151515152,4,0.983290056,V1
,5.151515152,5,-3.037196257,V1
,5.151515152,6,-0.646176146,V1
,5.151515152,7,-2.551822923,V1
,5.151515152,8,0.981620844,V1
,5.151515152,9,-2.176757097,V1
,5.151515152,10,-1.843974018,V1
,5.151515152,11,1.405008976,V1
,5.151515152,12,1.489318423,V1
,5.151515152,13,-1.82810433,V1
,5.151515152,14,0.85728823,V1
,5.151515152,15,-0.803951225,V1
,5.151515152,16,-0.045146231,V1
,5.151515152,17,0.490659046,V1
,5.151515152,18,-0.30178746,V1
,5.151515152,19,-0.920774553,V1
,5.252525253,0,-0.208610741,IPS
,5.252525253,1,-1.136411889,IPS
,5.252525253,2,-0.507348517,IPS
,5.252525253,3,0.092764903,IPS
,5.252525253,4,-1.617036073,IPS
,5.252525253,5,-0.795753192,IPS
,5.252525253,6,2.820690632,IPS
,5.252525253,7,-0.641874767,IPS
,5.252525253,8,0.825038851,IPS
,5.252525253,9,2.105109157,IPS
,5.252525253,10,1.889314516,IPS
,5.252525253,11,-1.035175978,IPS
,5.252525253,12,3.051377112,IPS
,5.252525253,13,4.107870897,IPS
,5.252525253,14,2.169295733,IPS
,5.252525253,15,-1.458741445,IPS
,5.252525253,16,2.594942296,IPS
,5.252525253,17,3.049381687,IPS
,5.252525253,18,0.586064872,IPS
,5.252525253,19,-1.627215481,IPS
,5.252525253,0,2.708409327,AG
,5.252525253,1,2.64019637,AG
,5.252525253,2,4.477284079,AG
,5.252525253,3,2.397153149,AG
,5.252525253,4,3.863134759,AG
,5.252525253,5,2.072171651,AG
,5.252525253,6,3.55929899,AG
,5.252525253,7,2.565525058,AG
,5.252525253,8,1.305010758,AG
,5.252525253,9,-0.03571841,AG
,5.252525253,10,0.575599294,AG
,5.252525253,11,2.595840733,AG
,5.252525253,12,1.74565547,AG
,5.252525253,13,0.585487618,AG
,5.252525253,14,3.088857239,AG
,5.252525253,15,2.204623338,AG
,5.252525253,16,4.382240041,AG
,5.252525253,17,1.189062389,AG
,5.252525253,18,2.575249254,AG
,5.252525253,19,3.051719278,AG
,5.252525253,0,0.293571669,V1
,5.252525253,1,-1.269430554,V1
,5.252525253,2,0.419416035,V1
,5.252525253,3,1.981354809,V1
,5.252525253,4,0.959812124,V1
,5.252525253,5,-3.060674188,V1
,5.252525253,6,-0.669654078,V1
,5.252525253,7,-2.575300855,V1
,5.252525253,8,0.958142912,V1
,5.252525253,9,-2.200235029,V1
,5.252525253,10,-1.86745195,V1
,5.252525253,11,1.381531045,V1
,5.252525253,12,1.465840491,V1
,5.252525253,13,-1.851582261,V1
,5.252525253,14,0.833810298,V1
,5.252525253,15,-0.827429157,V1
,5.252525253,16,-0.068624162,V1
,5.252525253,17,0.467181114,V1
,5.252525253,18,-0.325265392,V1
,5.252525253,19,-0.944252485,V1
,5.353535354,0,-0.164583754,IPS
,5.353535354,1,-1.092384903,IPS
,5.353535354,2,-0.46332153,IPS
,5.353535354,3,0.136791889,IPS
,5.353535354,4,-1.573009087,IPS
,5.353535354,5,-0.751726206,IPS
,5.353535354,6,2.864717618,IPS
,5.353535354,7,-0.597847781,IPS
,5.353535354,8,0.869065837,IPS
,5.353535354,9,2.149136143,IPS
,5.353535354,10,1.933341502,IPS
,5.353535354,11,-0.991148992,IPS
,5.353535354,12,3.095404099,IPS
,5.353535354,13,4.151897883,IPS
,5.353535354,14,2.213322719,IPS
,5.353535354,15,-1.414714459,IPS
,5.353535354,16,2.638969282,IPS
,5.353535354,17,3.093408673,IPS
,5.353535354,18,0.630091858,IPS
,5.353535354,19,-1.583188495,IPS
,5.353535354,0,2.667718581,AG
,5.353535354,1,2.599505624,AG
,5.353535354,2,4.436593333,AG
,5.353535354,3,2.356462403,AG
,5.353535354,4,3.822444012,AG
,5.353535354,5,2.031480905,AG
,5.353535354,6,3.518608243,AG
,5.353535354,7,2.524834312,AG
,5.353535354,8,1.264320012,AG
,5.353535354,9,-0.076409156,AG
,5.353535354,10,0.534908547,AG
,5.353535354,11,2.555149987,AG
,5.353535354,12,1.704964723,AG
,5.353535354,13,0.544796872,AG
,5.353535354,14,3.048166493,AG
,5.353535354,15,2.163932592,AG
,5.353535354,16,4.341549295,AG
,5.353535354,17,1.148371643,AG
,5.353535354,18,2.534558508,AG
,5.353535354,19,3.011028531,AG
,5.353535354,0,0.273164255,V1
,5.353535354,1,-1.289837969,V1
,5.353535354,2,0.39900862,V1
,5.353535354,3,1.960947394,V1
,5.353535354,4,0.939404709,V1
,5.353535354,5,-3.081081603,V1
,5.353535354,6,-0.690061492,V1
,5.353535354,7,-2.59570827,V1
,5.353535354,8,0.937735498,V1
,5.353535354,9,-2.220642444,V1
,5.353535354,10,-1.887859364,V1
,5.353535354,11,1.36112363,V1
,5.353535354,12,1.445433077,V1
,5.353535354,13,-1.871989676,V1
,5.353535354,14,0.813402884,V1
,5.353535354,15,-0.847836572,V1
,5.353535354,16,-0.089031577,V1
,5.353535354,17,0.4467737,V1
,5.353535354,18,-0.345672807,V1
,5.353535354,19,-0.9646599,V1
,5.454545455,0,-0.122788106,IPS
,5.454545455,1,-1.050589255,IPS
,5.454545455,2,-0.421525882,IPS
,5.454545455,3,0.178587537,IPS
,5.454545455,4,-1.531213439,IPS
,5.454545455,5,-0.709930558,IPS
,5.454545455,6,2.906513266,IPS
,5.454545455,7,-0.556052133,IPS
,5.454545455,8,0.910861486,IPS
,5.454545455,9,2.190931791,IPS
,5.454545455,10,1.97513715,IPS
,5.454545455,11,-0.949353344,IPS
,5.454545455,12,3.137199747,IPS
,5.454545455,13,4.193693531,IPS
,5.454545455,14,2.255118367,IPS
,5.454545455,15,-1.372918811,IPS
,5.454545455,16,2.680764931,IPS
,5.454545455,17,3.135204322,IPS
,5.454545455,18,0.671887506,IPS
,5.454545455,19,-1.541392847,IPS
,5.454545455,0,2.625777021,AG
,5.454545455,1,2.557564065,AG
,5.454545455,2,4.394651774,AG
,5.454545455,3,2.314520844,AG
,5.454545455,4,3.780502453,AG
,5.454545455,5,1.989539346,AG
,5.454545455,6,3.476666684,AG
,5.454545455,7,2.482892753,AG
,5.454545455,8,1.222378453,AG
,5.454545455,9,-0.118350715,AG
,5.454545455,10,0.492966988,AG
,5.454545455,11,2.513208428,AG
,5.454545455,12,1.663023164,AG
,5.454545455,13,0.502855313,AG
,5.454545455,14,3.006224934,AG
,5.454545455,15,2.121991033,AG
,5.454545455,16,4.299607736,AG
,5.454545455,17,1.106430084,AG
,5.454545455,18,2.492616948,AG
,5.454545455,19,2.969086972,AG
,5.454545455,0,0.255829693,V1
,5.454545455,1,-1.307172531,V1
,5.454545455,2,0.381674058,V1
,5.454545455,3,1.943612833,V1
,5.454545455,4,0.922070147,V1
,5.454545455,5,-3.098416165,V1
,5.454545455,6,-0.707396054,V1
,5.454545455,7,-2.613042831,V1
,5.454545455,8,0.920400936,V1
,5.454545455,9,-2.237977006,V1
,5.454545455,10,-1.905193926,V1
,5.454545455,11,1.343789068,V1
,5.454545455,12,1.428098515,V1
,5.454545455,13,-1.889324238,V1
,5.454545455,14,0.796068322,V1
,5.454545455,15,-0.865171133,V1
,5.454545455,16,-0.106366139,V1
,5.454545455,17,0.429439138,V1
,5.454545455,18,-0.363007368,V1
,5.454545455,19,-0.981994461,V1
,5.555555556,0,-0.083159511,IPS
,5.555555556,1,-1.01096066,IPS
,5.555555556,2,-0.381897287,IPS
,5.555555556,3,0.218216132,IPS
,5.555555556,4,-1.491584844,IPS
,5.555555556,5,-0.670301963,IPS
,5.555555556,6,2.946141861,IPS
,5.555555556,7,-0.516423538,IPS
,5.555555556,8,0.95049008,IPS
,5.555555556,9,2.230560386,IPS
,5.555555556,10,2.014765745,IPS
,5.555555556,11,-0.909724749,IPS
,5.555555556,12,3.176828342,IPS
,5.555555556,13,4.233322126,IPS
,5.555555556,14,2.294746962,IPS
,5.555555556,15,-1.333290216,IPS
,5.555555556,16,2.720393525,IPS
,5.555555556,17,3.174832916,IPS
,5.555555556,18,0.711516101,IPS
,5.555555556,19,-1.501764252,IPS
,5.555555556,0,2.582815089,AG
,5.555555556,1,2.514602133,AG
,5.555555556,2,4.351689842,AG
,5.555555556,3,2.271558911,AG
,5.555555556,4,3.737540521,AG
,5.555555556,5,1.946577414,AG
,5.555555556,6,3.433704752,AG
,5.555555556,7,2.439930821,AG
,5.555555556,8,1.179416521,AG
,5.555555556,9,-0.161312647,AG
,5.555555556,10,0.450005056,AG
,5.555555556,11,2.470246496,AG
,5.555555556,12,1.620061232,AG
,5.555555556,13,0.459893381,AG
,5.555555556,14,2.963263002,AG
,5.555555556,15,2.079029101,AG
,5.555555556,16,4.256645804,AG
,5.555555556,17,1.063468152,AG
,5.555555556,18,2.449655016,AG
,5.555555556,19,2.92612504,AG
,5.555555556,0,0.241553047,V1
,5.555555556,1,-1.321449177,V1
,5.555555556,2,0.367397412,V1
,5.555555556,3,1.929336186,V1
,5.555555556,4,0.907793501,V1
,5.555555556,5,-3.112692811,V1
,5.555555556,6,-0.7216727,V1
,5.555555556,7,-2.627319477,V1
,5.555555556,8,0.90612429,V1
,5.555555556,9,-2.252253652,V1
,5.555555556,10,-1.919470572,V1
,5.555555556,11,1.329512422,V1
,5.555555556,12,1.413821869,V1
,5.555555556,13,-1.903600884,V1
,5.555555556,14,0.781791676,V1
,5.555555556,15,-0.879447779,V1
,5.555555556,16,-0.120642785,V1
,5.555555556,17,0.415162492,V1
,5.555555556,18,-0.377284014,V1
,5.555555556,19,-0.996271108,V1
,5.656565657,0,-0.045629469,IPS
,5.656565657,1,-0.973430618,IPS
,5.656565657,2,-0.344367245,IPS
,5.656565657,3,0.255746174,IPS
,5.656565657,4,-1.454054802,IPS
,5.656565657,5,-0.632771921,IPS
,5.656565657,6,2.983671904,IPS
,5.656565657,7,-0.478893496,IPS
,5.656565657,8,0.988020123,IPS
,5.656565657,9,2.268090429,IPS
,5.656565657,10,2.052295787,IPS
,5.656565657,11,-0.872194707,IPS
,5.656565657,12,3.214358384,IPS
,5.656565657,13,4.270852169,IPS
,5.656565657,14,2.332277004,IPS
,5.656565657,15,-1.295760174,IPS
,5.656565657,16,2.757923568,IPS
,5.656565657,17,3.212362959,IPS
,5.656565657,18,0.749046144,IPS
,5.656565657,19,-1.46423421,IPS
,5.656565657,0,2.53905048,AG
,5.656565657,1,2.470837523,AG
,5.656565657,2,4.307925232,AG
,5.656565657,3,2.227794302,AG
,5.656565657,4,3.693775912,AG
,5.656565657,5,1.902812804,AG
,5.656565657,6,3.389940143,AG
,5.656565657,7,2.396166211,AG
,5.656565657,8,1.135651911,AG
,5.656565657,9,-0.205077257,AG
,5.656565657,10,0.406240447,AG
,5.656565657,11,2.426481886,AG
,5.656565657,12,1.576296623,AG
,5.656565657,13,0.416128771,AG
,5.656565657,14,2.919498392,AG
,5.656565657,15,2.035264491,AG
,5.656565657,16,4.212881194,AG
,5.656565657,17,1.019703542,AG
,5.656565657,18,2.405890407,AG
,5.656565657,19,2.882360431,AG
,5.656565657,0,0.230303279,V1
,5.656565657,1,-1.332698945,V1
,5.656565657,2,0.356147644,V1
,5.656565657,3,1.918086418,V1
,5.656565657,4,0.896543733,V1
,5.656565657,5,-3.123942579,V1
,5.656565657,6,-0.732922468,V1
,5.656565657,7,-2.638569245,V1
,5.656565657,8,0.894874522,V1
,5.656565657,9,-2.26350342,V1
,5.656565657,10,-1.93072034,V1
,5.656565657,11,1.318262654,V1
,5.656565657,12,1.402572101,V1
,5.656565657,13,-1.914850652,V1
,5.656565657,14,0.770541908,V1
,5.656565657,15,-0.890697547,V1
,5.656565657,16,-0.131892553,V1
,5.656565657,17,0.403912724,V1
,5.656565657,18,-0.388533782,V1
,5.656565657,19,-1.007520876,V1
,5.757575758,0,-0.010126279,IPS
,5.757575758,1,-0.937927427,IPS
,5.757575758,2,-0.308864055,IPS
,5.757575758,3,0.291249365,IPS
,5.757575758,4,-1.418551611,IPS
,5.757575758,5,-0.59726873,IPS
,5.757575758,6,3.019175094,IPS
,5.757575758,7,-0.443390306,IPS
,5.757575758,8,1.023523313,IPS
,5.757575758,9,2.303593619,IPS
,5.757575758,10,2.087798978,IPS
,5.757575758,11,-0.836691516,IPS
,5.757575758,12,3.249861574,IPS
,5.757575758,13,4.306355359,IPS
,5.757575758,14,2.367780195,IPS
,5.757575758,15,-1.260256983,IPS
,5.757575758,16,2.793426758,IPS
,5.757575758,17,3.247866149,IPS
,5.757575758,18,0.784549334,IPS
,5.757575758,19,-1.428731019,IPS
,5.757575758,0,2.494687834,AG
,5.757575758,1,2.426474877,AG
,5.757575758,2,4.263562586,AG
,5.757575758,3,2.183431656,AG
,5.757575758,4,3.649413266,AG
,5.757575758,5,1.858450158,AG
,5.757575758,6,3.345577497,AG
,5.757575758,7,2.351803565,AG
,5.757575758,8,1.091289266,AG
,5.757575758,9,-0.249439903,AG
,5.757575758,10,0.361877801,AG
,5.757575758,11,2.38211924,AG
,5.757575758,12,1.531933977,AG
,5.757575758,13,0.371766125,AG
,5.757575758,14,2.875135747,AG
,5.757575758,15,1.990901845,AG
,5.757575758,16,4.168518548,AG
,5.757575758,17,0.975340896,AG
,5.757575758,18,2.361527761,AG
,5.757575758,19,2.837997785,AG
,5.757575758,0,0.222034475,V1
,5.757575758,1,-1.340967749,V1
,5.757575758,2,0.34787884,V1
,5.757575758,3,1.909817615,V1
,5.757575758,4,0.88827493,V1
,5.757575758,5,-3.132211383,V1
,5.757575758,6,-0.741191272,V1
,5.757575758,7,-2.646838049,V1
,5.757575758,8,0.886605718,V1
,5.757575758,9,-2.271772223,V1
,5.757575758,10,-1.938989144,V1
,5.757575758,11,1.309993851,V1
,5.757575758,12,1.394303297,V1
,5.757575758,13,-1.923119455,V1
,5.757575758,14,0.762273104,V1
,5.757575758,15,-0.898966351,V1
,5.757575758,16,-0.140161356,V1
,5.757575758,17,0.39564392,V1
,5.757575758,18,-0.396802586,V1
,5.757575758,19,-1.015789679,V1
,5.858585859,0,0.023424063,IPS
,5.858585859,1,-0.904377086,IPS
,5.858585859,2,-0.275313713,IPS
,5.858585859,3,0.324799706,IPS
,5.858585859,4,-1.38500127,IPS
,5.858585859,5,-0.563718389,IPS
,5.858585859,6,3.052725436,IPS
,5.858585859,7,-0.409839964,IPS
,5.858585859,8,1.057073655,IPS
,5.858585859,9,2.337143961,IPS
,5.858585859,10,2.121349319,IPS
,5.858585859,11,-0.803141175,IPS
,5.858585859,12,3.283411916,IPS
,5.858585859,13,4.3399057,IPS
,5.858585859,14,2.401330536,IPS
,5.858585859,15,-1.226706642,IPS
,5.858585859,16,2.8269771,IPS
,5.858585859,17,3.281416491,IPS
,5.858585859,18,0.818099676,IPS
,5.858585859,19,-1.395180678,IPS
,5.858585859,0,2.449918576,AG
,5.858585859,1,2.381705619,AG
,5.858585859,2,4.218793328,AG
,5.858585859,3,2.138662398,AG
,5.858585859,4,3.604644008,AG
,5.858585859,5,1.8136809,AG
,5.858585859,6,3.300808239,AG
,5.858585859,7,2.307034307,AG
,5.858585859,8,1.046520008,AG
,5.858585859,9,-0.294209161,AG
,5.858585859,10,0.317108543,AG
,5.858585859,11,2.337349982,AG
,5.858585859,12,1.487164719,AG
,5.858585859,13,0.326996867,AG
,5.858585859,14,2.830366488,AG
,5.858585859,15,1.946132587,AG
,5.858585859,16,4.12374929,AG
,5.858585859,17,0.930571638,AG
,5.858585859,18,2.316758503,AG
,5.858585859,19,2.793228527,AG
,5.858585859,0,0.216687104,V1
,5.858585859,1,-1.346315119,V1
,5.858585859,2,0.34253147,V1
,5.858585859,3,1.904470244,V1
,5.858585859,4,0.882927559,V1
,5.858585859,5,-3.137558753,V1
,5.858585859,6,-0.746538642,V1
,5.858585859,7,-2.65218542,V1
,5.858585859,8,0.881258347,V1
,5.858585859,9,-2.277119594,V1
,5.858585859,10,-1.944336515,V1
,5.858585859,11,1.30464648,V1
,5.858585859,12,1.388955926,V1
,5.858585859,13,-1.928466826,V1
,5.858585859,14,0.756925733,V1
,5.858585859,15,-0.904313722,V1
,5.858585859,16,-0.145508727,V1
,5.858585859,17,0.390296549,V1
,5.858585859,18,-0.402149957,V1
,5.858585859,19,-1.02113705,V1
,5.95959596,0,0.055097073,IPS
,5.95959596,1,-0.872704076,IPS
,5.95959596,2,-0.243640703,IPS
,5.95959596,3,0.356472716,IPS
,5.95959596,4,-1.35332826,IPS
,5.95959596,5,-0.532045379,IPS
,5.95959596,6,3.084398445,IPS
,5.95959596,7,-0.378166954,IPS
,5.95959596,8,1.088746664,IPS
,5.95959596,9,2.36881697,IPS
,5.95959596,10,2.153022329,IPS
,5.95959596,11,-0.771468165,IPS
,5.95959596,12,3.315084926,IPS
,5.95959596,13,4.37157871,IPS
,5.95959596,14,2.433003546,IPS
,5.95959596,15,-1.195033632,IPS
,5.95959596,16,2.858650109,IPS
,5.95959596,17,3.3130895,IPS
,5.95959596,18,0.849772685,IPS
,5.95959596,19,-1.363507668,IPS
,5.95959596,0,2.404920881,AG
,5.95959596,1,2.336707924,AG
,5.95959596,2,4.173795633,AG
,5.95959596,3,2.093664703,AG
,5.95959596,4,3.559646312,AG
,5.95959596,5,1.768683205,AG
,5.95959596,6,3.255810543,AG
,5.95959596,7,2.262036612,AG
,5.95959596,8,1.001522312,AG
,5.95959596,9,-0.339206856,AG
,5.95959596,10,0.272110848,AG
,5.95959596,11,2.292352287,AG
,5.95959596,12,1.442167023,AG
,5.95959596,13,0.281999172,AG
,5.95959596,14,2.785368793,AG
,5.95959596,15,1.901134892,AG
,5.95959596,16,4.078751595,AG
,5.95959596,17,0.885573943,AG
,5.95959596,18,2.271760808,AG
,5.95959596,19,2.748230832,AG
,5.95959596,0,0.214189293,V1
,5.95959596,1,-1.348812931,V1
,5.95959596,2,0.340033658,V1
,5.95959596,3,1.901972432,V1
,5.95959596,4,0.880429747,V1
,5.95959596,5,-3.140056565,V1
,5.95959596,6,-0.749036454,V1
,5.95959596,7,-2.654683232,V1
,5.95959596,8,0.878760536,V1
,5.95959596,9,-2.279617406,V1
,5.95959596,10,-1.946834326,V1
,5.95959596,11,1.302148668,V1
,5.95959596,12,1.386458115,V1
,5.95959596,13,-1.930964638,V1
,5.95959596,14,0.754427922,V1
,5.95959596,15,-0.906811534,V1
,5.95959596,16,-0.148006539,V1
,5.95959596,17,0.387798738,V1
,5.95959596,18,-0.404647769,V1
,5.95959596,19,-1.023634862,V1
,6.060606061,0,0.084969094,IPS
,6.060606061,1,-0.842832055,IPS
,6.060606061,2,-0.213768682,IPS
,6.060606061,3,0.386344737,IPS
,6.060606061,4,-1.323456239,IPS
,6.060606061,5,-0.502173358,IPS
,6.060606061,6,3.114270467,IPS
,6.060606061,7,-0.348294933,IPS
,6.060606061,8,1.118618686,IPS
,6.060606061,9,2.398688992,IPS
,6.060606061,10,2.18289435,IPS
,6.060606061,11,-0.741596144,IPS
,6.060606061,12,3.344956947,IPS
,6.060606061,13,4.401450732,IPS
,6.060606061,14,2.462875567,IPS
,6.060606061,15,-1.165161611,IPS
,6.060606061,16,2.888522131,IPS
,6.060606061,17,3.342961522,IPS
,6.060606061,18,0.879644707,IPS
,6.060606061,19,-1.333635647,IPS
,6.060606061,0,2.359859756,AG
,6.060606061,1,2.2916468,AG
,6.060606061,2,4.128734509,AG
,6.060606061,3,2.048603578,AG
,6.060606061,4,3.514585188,AG
,6.060606061,5,1.723622081,AG
,6.060606061,6,3.210749419,AG
,6.060606061,7,2.216975488,AG
,6.060606061,8,0.956461188,AG
,6.060606061,9,-0.38426798,AG
,6.060606061,10,0.227049723,AG
,6.060606061,11,2.247291163,AG
,6.060606061,12,1.397105899,AG
,6.060606061,13,0.236938048,AG
,6.060606061,14,2.740307669,AG
,6.060606061,15,1.856073768,AG
,6.060606061,16,4.033690471,AG
,6.060606061,17,0.840512819,AG
,6.060606061,18,2.226699683,AG
,6.060606061,19,2.703169707,AG
,6.060606061,0,0.214458102,V1
,6.060606061,1,-1.348544121,V1
,6.060606061,2,0.340302468,V1
,6.060606061,3,1.902241242,V1
,6.060606061,4,0.880698557,V1
,6.060606061,5,-3.139787755,V1
,6.060606061,6,-0.748767645,V1
,6.060606061,7,-2.654414422,V1
,6.060606061,8,0.879029345,V1
,6.060606061,9,-2.279348596,V1
,6.060606061,10,-1.946565517,V1
,6.060606061,11,1.302417478,V1
,6.060606061,12,1.386726924,V1
,6.060606061,13,-1.930695828,V1
,6.060606061,14,0.754696731,V1
,6.060606061,15,-0.906542724,V1
,6.060606061,16,-0.147737729,V1
,6.060606061,17,0.388067547,V1
,6.060606061,18,-0.404378959,V1
,6.060606061,19,-1.023366052,V1
,6.161616162,0,0.113116699,IPS
,6.161616162,1,-0.81468445,IPS
,6.161616162,2,-0.185621077,IPS
,6.161616162,3,0.414492342,IPS
,6.161616162,4,-1.295308634,IPS
,6.161616162,5,-0.474025753,IPS
,6.161616162,6,3.142418072,IPS
,6.161616162,7,-0.320147328,IPS
,6.161616162,8,1.146766291,IPS
,6.161616162,9,2.426836597,IPS
,6.161616162,10,2.211041955,IPS
,6.161616162,11,-0.713448539,IPS
,6.161616162,12,3.373104552,IPS
,6.161616162,13,4.429598337,IPS
,6.161616162,14,2.491023172,IPS
,6.161616162,15,-1.137014006,IPS
,6.161616162,16,2.916669736,IPS
,6.161616162,17,3.371109127,IPS
,6.161616162,18,0.907792312,IPS
,6.161616162,19,-1.305488042,IPS
,6.161616162,0,2.314887225,AG
,6.161616162,1,2.246674269,AG
,6.161616162,2,4.083761978,AG
,6.161616162,3,2.003631048,AG
,6.161616162,4,3.469612657,AG
,6.161616162,5,1.67864955,AG
,6.161616162,6,3.165776888,AG
,6.161616162,7,2.172002957,AG
,6.161616162,8,0.911488657,AG
,6.161616162,9,-0.429240511,AG
,6.161616162,10,0.182077192,AG
,6.161616162,11,2.202318632,AG
,6.161616162,12,1.352133368,AG
,6.161616162,13,0.191965517,AG
,6.161616162,14,2.695335138,AG
,6.161616162,15,1.811101237,AG
,6.161616162,16,3.98871794,AG
,6.161616162,17,0.795540288,AG
,6.161616162,18,2.181727152,AG
,6.161616162,19,2.658197176,AG
,6.161616162,0,0.2174008,V1
,6.161616162,1,-1.345601424,V1
,6.161616162,2,0.343245165,V1
,6.161616162,3,1.90518394,V1
,6.161616162,4,0.883641255,V1
,6.161616162,5,-3.136845058,V1
,6.161616162,6,-0.745824947,V1
